age_category,Category 01,Category 02,Category 03,Category 04,Category 05,Category 06,Category 07,Category 08,Category 09,Category 10,Category 11,Category 12,Category 13,Category 14,Category 15,Category 16,Category 17,Category 18,Category 19,Category 20,ads_activity,surf_depth,primary_device,cloud_usage
4,4.0,0.0,15.0,7.0,8.0,13.0,23.0,3.0,10.0,11.0,0.0,7.0,32.0,2.0,20.0,7.0,5.0,3.0,7.0,6.0,редко,поверхностно,смартфон,False
4,1.0,3.0,5.0,13.0,4.0,6.0,7.0,0.0,7.0,6.0,6.0,7.0,18.0,5.0,6.0,0.0,4.0,3.0,9.0,4.0,очень редко,средне,ПК,True
4,0.0,2.0,4.0,7.0,9.0,4.0,5.0,3.0,5.0,16.0,3.0,6.0,21.0,8.0,4.0,3.0,5.0,1.0,7.0,13.0,редко,поверхностно,планшет,False
3,12.0,7.0,13.0,6.0,9.0,5.0,0.0,13.0,10.0,10.0,1.0,5.0,0.0,8.0,13.0,12.0,6.0,12.0,14.0,3.0,редко,поверхностно,смартфон,True
2,15.0,11.0,18.0,15.0,12.0,12.0,18.0,21.0,9.0,12.0,17.0,11.0,0.0,13.0,24.0,10.0,8.0,11.0,15.0,16.0,редко,средне,ноутбук,True
2,7.0,15.0,9.0,11.0,7.0,7.0,17.0,10.0,7.0,4.0,6.0,17.0,0.0,22.0,11.0,13.0,4.0,7.0,10.0,2.0,умеренно,поверхностно,смартфон,False
4,2.0,3.0,5.0,1.0,7.0,8.0,10.0,1.0,6.0,12.0,0.0,14.0,21.0,0.0,7.0,0.0,15.0,3.0,4.0,9.0,очень редко,средне,планшет,False
4,24.0,3.0,22.0,2.0,16.0,3.0,11.0,34.0,21.0,5.0,19.0,16.0,0.0,2.0,2.0,11.0,18.0,13.0,17.0,6.0,умеренно,поверхностно,ПК,False
3,8.0,2.0,24.0,7.0,6.0,8.0,0.0,2.0,10.0,12.0,0.0,3.0,13.0,0.0,8.0,12.0,2.0,14.0,12.0,2.0,часто,поверхностно,смартфон,False
2,15.0,25.0,39.0,11.0,2.0,0.0,43.0,14.0,2.0,36.0,6.0,6.0,26.0,19.0,39.0,4.0,5.0,3.0,41.0,32.0,умеренно,средне,ноутбук,False
2,26.0,9.0,22.0,6.0,9.0,7.0,23.0,13.0,0.0,21.0,5.0,13.0,4.0,12.0,36.0,3.0,12.0,12.0,26.0,20.0,умеренно,глубоко,планшет,False
4,4.0,3.0,6.0,8.0,10.0,4.0,6.0,7.0,7.0,10.0,5.0,4.0,6.0,1.0,4.0,0.0,10.0,4.0,3.0,1.0,часто,средне,смартфон,True
3,4.0,1.0,14.0,4.0,11.0,6.0,3.0,4.0,5.0,8.0,4.0,3.0,0.0,4.0,5.0,7.0,3.0,12.0,8.0,3.0,очень редко,средне,смартфон,False
3,8.0,6.0,7.0,9.0,6.0,8.0,0.0,4.0,9.0,4.0,4.0,7.0,8.0,3.0,5.0,8.0,4.0,7.0,5.0,3.0,редко,средне,ноутбук,True
0,11.0,6.0,4.0,9.0,7.0,17.0,1.0,14.0,6.0,6.0,7.0,3.0,10.0,2.0,0.0,10.0,5.0,13.0,18.0,20.0,очень редко,средне,ПК,False
2,0.0,18.0,0.0,7.0,9.0,7.0,16.0,7.0,3.0,18.0,13.0,12.0,19.0,11.0,7.0,18.0,9.0,11.0,7.0,15.0,умеренно,поверхностно,смартфон,True
3,10.0,12.0,18.0,16.0,3.0,6.0,3.0,16.0,7.0,3.0,1.0,6.0,0.0,2.0,7.0,14.0,16.0,3.0,9.0,5.0,умеренно,поверхностно,смартфон,False
2,7.0,5.0,7.0,6.0,11.0,7.0,10.0,12.0,8.0,8.0,7.0,13.0,0.0,14.0,6.0,8.0,4.0,8.0,4.0,4.0,умеренно,средне,смартфон,True
4,8.0,6.0,1.0,6.0,17.0,10.0,6.0,16.0,5.0,3.0,9.0,4.0,13.0,8.0,2.0,5.0,9.0,8.0,0.0,2.0,очень редко,поверхностно,планшет,False
4,0.0,1.0,9.0,15.0,3.0,5.0,8.0,0.0,4.0,18.0,0.0,4.0,28.0,3.0,5.0,2.0,8.0,1.0,4.0,9.0,редко,средне,смартфон,False
3,6.0,13.0,0.0,9.0,11.0,8.0,5.0,7.0,9.0,9.0,5.0,5.0,12.0,9.0,4.0,5.0,8.0,6.0,7.0,14.0,редко,поверхностно,ПК,False
0,11.0,6.0,17.0,8.0,10.0,8.0,5.0,6.0,9.0,3.0,6.0,18.0,0.0,9.0,5.0,4.0,12.0,9.0,10.0,11.0,редко,средне,смартфон,False
2,0.0,15.0,4.0,12.0,26.0,8.0,16.0,9.0,13.0,9.0,10.0,18.0,39.0,10.0,3.0,7.0,6.0,6.0,10.0,4.0,умеренно,средне,ноутбук,True
2,10.0,11.0,6.0,11.0,13.0,5.0,7.0,7.0,15.0,4.0,1.0,12.0,1.0,9.0,4.0,0.0,1.0,3.0,11.0,0.0,очень редко,средне,смартфон,False
1,8.0,11.0,22.0,4.0,11.0,6.0,16.0,7.0,0.0,3.0,2.0,15.0,11.0,11.0,0.0,9.0,4.0,9.0,16.0,9.0,умеренно,поверхностно,смартфон,False
2,5.0,1.0,11.0,2.0,0.0,2.0,12.0,6.0,8.0,4.0,4.0,0.0,5.0,0.0,10.0,2.0,4.0,1.0,18.0,5.0,очень часто,средне,ноутбук,False
0,2.0,11.0,4.0,7.0,8.0,8.0,6.0,8.0,3.0,1.0,4.0,9.0,11.0,0.0,5.0,0.0,1.0,3.0,6.0,5.0,очень часто,поверхностно,смартфон,False
3,10.0,5.0,11.0,11.0,5.0,9.0,3.0,3.0,13.0,7.0,1.0,3.0,18.0,0.0,10.0,0.0,0.0,8.0,7.0,2.0,умеренно,средне,ноутбук,False
2,0.0,12.0,0.0,5.0,14.0,10.0,21.0,3.0,8.0,8.0,7.0,15.0,27.0,5.0,1.0,5.0,10.0,5.0,4.0,8.0,умеренно,глубоко,ноутбук,False
2,3.0,5.0,4.0,11.0,6.0,1.0,8.0,10.0,4.0,5.0,11.0,6.0,0.0,14.0,6.0,14.0,3.0,2.0,0.0,4.0,очень редко,глубоко,смартфон,True
4,10.0,0.0,14.0,6.0,5.0,9.0,11.0,0.0,8.0,6.0,3.0,6.0,11.0,2.0,9.0,8.0,5.0,2.0,3.0,7.0,очень редко,средне,ПК,True
3,4.0,1.0,24.0,20.0,8.0,11.0,6.0,6.0,8.0,5.0,11.0,6.0,12.0,9.0,10.0,21.0,0.0,0.0,8.0,0.0,умеренно,средне,ноутбук,True
4,12.0,4.0,8.0,7.0,29.0,6.0,13.0,37.0,25.0,24.0,3.0,8.0,36.0,18.0,1.0,8.0,39.0,26.0,0.0,9.0,умеренно,средне,смартфон,False
4,7.0,1.0,5.0,1.0,13.0,0.0,3.0,7.0,15.0,8.0,0.0,5.0,14.0,6.0,0.0,0.0,8.0,12.0,0.0,10.0,очень редко,глубоко,ПК,True
2,1.0,17.0,12.0,7.0,8.0,8.0,13.0,8.0,2.0,2.0,9.0,15.0,12.0,8.0,8.0,11.0,0.0,4.0,3.0,6.0,часто,средне,ноутбук,False
4,5.0,3.0,8.0,6.0,2.0,11.0,13.0,0.0,13.0,12.0,3.0,12.0,40.0,0.0,9.0,0.0,7.0,0.0,8.0,15.0,часто,средне,смартфон,False
0,2.0,1.0,9.0,9.0,8.0,4.0,0.0,3.0,7.0,5.0,4.0,6.0,0.0,11.0,4.0,10.0,4.0,4.0,7.0,9.0,очень редко,средне,смартфон,False
0,10.0,19.0,11.0,8.0,11.0,10.0,8.0,11.0,3.0,6.0,7.0,14.0,0.0,10.0,13.0,10.0,6.0,20.0,14.0,8.0,редко,средне,ПК,True
0,6.0,3.0,12.0,8.0,8.0,6.0,2.0,4.0,6.0,3.0,4.0,5.0,15.0,0.0,2.0,0.0,0.0,5.0,2.0,10.0,умеренно,поверхностно,планшет,False
2,7.0,5.0,13.0,13.0,13.0,7.0,5.0,15.0,7.0,7.0,5.0,7.0,0.0,5.0,17.0,2.0,7.0,3.0,6.0,10.0,умеренно,поверхностно,ПК,True
3,24.0,15.0,0.0,22.0,16.0,18.0,15.0,24.0,23.0,25.0,23.0,19.0,14.0,21.0,26.0,19.0,29.0,19.0,5.0,8.0,умеренно,средне,ноутбук,False
0,7.0,1.0,4.0,3.0,3.0,11.0,5.0,4.0,2.0,7.0,7.0,5.0,0.0,9.0,7.0,5.0,8.0,6.0,4.0,2.0,часто,средне,планшет,False
4,0.0,4.0,2.0,11.0,9.0,4.0,8.0,11.0,3.0,13.0,2.0,7.0,26.0,2.0,9.0,7.0,12.0,13.0,11.0,5.0,редко,средне,ноутбук,True
0,2.0,2.0,0.0,6.0,6.0,12.0,4.0,7.0,3.0,7.0,5.0,9.0,0.0,6.0,9.0,1.0,6.0,5.0,5.0,6.0,очень часто,средне,ПК,False
2,7.0,16.0,0.0,12.0,11.0,17.0,17.0,21.0,9.0,13.0,13.0,12.0,12.0,21.0,11.0,14.0,15.0,8.0,11.0,17.0,умеренно,поверхностно,ПК,True
0,14.0,2.0,10.0,7.0,5.0,10.0,7.0,7.0,8.0,8.0,4.0,15.0,0.0,16.0,8.0,13.0,8.0,8.0,9.0,7.0,умеренно,поверхностно,планшет,False
2,14.0,2.0,18.0,8.0,1.0,3.0,11.0,9.0,6.0,9.0,8.0,3.0,0.0,10.0,11.0,5.0,5.0,4.0,12.0,12.0,умеренно,глубоко,смартфон,True
3,12.0,6.0,10.0,3.0,8.0,10.0,0.0,7.0,13.0,8.0,8.0,11.0,1.0,1.0,5.0,12.0,12.0,11.0,18.0,4.0,умеренно,глубоко,ПК,True
3,4.0,15.0,0.0,13.0,15.0,6.0,10.0,4.0,10.0,6.0,7.0,9.0,11.0,8.0,2.0,8.0,9.0,2.0,5.0,3.0,умеренно,средне,смартфон,True
3,6.0,16.0,0.0,8.0,10.0,13.0,7.0,6.0,4.0,16.0,7.0,5.0,17.0,8.0,8.0,8.0,12.0,15.0,9.0,7.0,умеренно,поверхностно,ПК,False
3,11.0,0.0,18.0,4.0,11.0,3.0,7.0,0.0,5.0,10.0,3.0,2.0,0.0,5.0,9.0,11.0,3.0,7.0,11.0,1.0,редко,поверхностно,ноутбук,True
1,17.0,8.0,20.0,11.0,6.0,6.0,10.0,0.0,8.0,5.0,3.0,5.0,6.0,11.0,2.0,0.0,3.0,6.0,7.0,8.0,очень редко,поверхностно,смартфон,True
0,10.0,10.0,4.0,6.0,1.0,5.0,6.0,7.0,6.0,2.0,0.0,5.0,2.0,7.0,6.0,1.0,4.0,6.0,7.0,5.0,очень часто,средне,планшет,True
4,6.0,0.0,13.0,8.0,15.0,0.0,5.0,15.0,16.0,0.0,2.0,6.0,14.0,4.0,4.0,0.0,7.0,8.0,0.0,4.0,редко,средне,ноутбук,False
3,3.0,6.0,0.0,6.0,1.0,7.0,10.0,7.0,5.0,8.0,1.0,6.0,7.0,2.0,4.0,5.0,5.0,6.0,6.0,6.0,очень часто,глубоко,ноутбук,False
0,0.0,2.0,4.0,18.0,15.0,32.0,6.0,25.0,7.0,5.0,0.0,9.0,30.0,12.0,2.0,9.0,3.0,22.0,15.0,12.0,редко,средне,смартфон,False
0,6.0,7.0,11.0,4.0,1.0,2.0,3.0,3.0,4.0,8.0,1.0,10.0,0.0,9.0,5.0,6.0,6.0,4.0,6.0,4.0,часто,поверхностно,ноутбук,False
2,4.0,10.0,4.0,8.0,13.0,9.0,7.0,12.0,5.0,6.0,15.0,13.0,0.0,18.0,5.0,12.0,9.0,6.0,7.0,7.0,умеренно,поверхностно,планшет,True
3,4.0,10.0,0.0,5.0,2.0,3.0,7.0,5.0,10.0,12.0,2.0,1.0,21.0,12.0,9.0,8.0,10.0,4.0,0.0,3.0,редко,средне,ПК,False
2,30.0,11.0,29.0,19.0,29.0,29.0,37.0,17.0,15.0,25.0,24.0,44.0,0.0,18.0,27.0,20.0,16.0,15.0,26.0,20.0,часто,средне,ПК,True
2,5.0,6.0,16.0,6.0,5.0,5.0,6.0,10.0,3.0,4.0,4.0,9.0,0.0,7.0,3.0,13.0,6.0,4.0,6.0,8.0,очень редко,глубоко,ПК,True
1,7.0,4.0,19.0,2.0,2.0,8.0,7.0,0.0,3.0,2.0,3.0,5.0,9.0,3.0,7.0,0.0,1.0,10.0,7.0,1.0,очень часто,поверхностно,ноутбук,True
0,9.0,10.0,7.0,6.0,6.0,6.0,4.0,4.0,5.0,0.0,2.0,6.0,0.0,7.0,5.0,7.0,5.0,2.0,5.0,4.0,часто,средне,смартфон,False
3,3.0,0.0,18.0,16.0,8.0,18.0,0.0,13.0,15.0,8.0,2.0,0.0,18.0,0.0,12.0,11.0,12.0,10.0,12.0,4.0,умеренно,средне,планшет,True
3,4.0,13.0,0.0,9.0,3.0,6.0,7.0,8.0,10.0,5.0,6.0,7.0,8.0,6.0,12.0,10.0,4.0,2.0,0.0,5.0,очень редко,поверхностно,ПК,True
3,10.0,11.0,0.0,10.0,9.0,10.0,16.0,8.0,12.0,13.0,5.0,9.0,20.0,9.0,8.0,16.0,10.0,6.0,6.0,5.0,часто,поверхностно,смартфон,False
1,3.0,5.0,0.0,9.0,8.0,6.0,6.0,5.0,2.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,7.0,4.0,7.0,часто,средне,смартфон,True
4,7.0,2.0,11.0,5.0,10.0,9.0,4.0,2.0,5.0,6.0,3.0,9.0,14.0,2.0,6.0,3.0,10.0,0.0,9.0,9.0,очень редко,средне,смартфон,False
3,2.0,5.0,10.0,20.0,0.0,12.0,9.0,16.0,11.0,8.0,4.0,7.0,17.0,9.0,14.0,12.0,4.0,3.0,9.0,10.0,умеренно,глубоко,смартфон,False
4,4.0,4.0,14.0,6.0,9.0,1.0,3.0,1.0,12.0,0.0,2.0,6.0,11.0,3.0,2.0,4.0,11.0,3.0,2.0,9.0,очень редко,средне,планшет,False
3,8.0,18.0,0.0,17.0,3.0,11.0,7.0,14.0,21.0,26.0,10.0,2.0,22.0,13.0,16.0,18.0,6.0,9.0,1.0,9.0,часто,глубоко,смартфон,True
4,6.0,5.0,17.0,5.0,16.0,14.0,18.0,12.0,11.0,16.0,4.0,9.0,39.0,0.0,17.0,5.0,20.0,12.0,3.0,4.0,часто,поверхностно,смартфон,True
0,4.0,5.0,17.0,5.0,12.0,6.0,9.0,17.0,6.0,7.0,2.0,15.0,19.0,1.0,0.0,7.0,15.0,15.0,7.0,17.0,умеренно,глубоко,смартфон,False
2,0.0,14.0,27.0,6.0,13.0,15.0,20.0,3.0,1.0,0.0,15.0,9.0,10.0,8.0,0.0,14.0,0.0,0.0,3.0,17.0,редко,глубоко,смартфон,True
2,7.0,35.0,0.0,11.0,37.0,30.0,28.0,30.0,28.0,15.0,36.0,22.0,16.0,34.0,16.0,34.0,27.0,25.0,6.0,27.0,умеренно,средне,ПК,True
3,17.0,7.0,42.0,28.0,19.0,31.0,4.0,13.0,16.0,20.0,18.0,8.0,23.0,16.0,14.0,19.0,0.0,26.0,32.0,6.0,часто,поверхностно,смартфон,False
3,15.0,6.0,36.0,16.0,25.0,17.0,0.0,16.0,37.0,21.0,9.0,10.0,15.0,1.0,10.0,16.0,13.0,11.0,14.0,9.0,умеренно,поверхностно,ПК,False
4,12.0,1.0,11.0,3.0,9.0,3.0,4.0,8.0,13.0,5.0,0.0,6.0,11.0,1.0,9.0,10.0,18.0,12.0,7.0,5.0,редко,поверхностно,ноутбук,False
0,9.0,4.0,9.0,4.0,6.0,2.0,5.0,2.0,5.0,4.0,3.0,6.0,0.0,7.0,1.0,7.0,10.0,7.0,4.0,6.0,очень часто,поверхностно,ПК,False
3,13.0,5.0,31.0,18.0,9.0,16.0,7.0,11.0,12.0,19.0,12.0,0.0,18.0,9.0,15.0,10.0,11.0,10.0,15.0,3.0,умеренно,поверхностно,ноутбук,False
4,1.0,7.0,60.0,19.0,18.0,19.0,36.0,15.0,19.0,20.0,8.0,11.0,40.0,1.0,12.0,5.0,1.0,0.0,20.0,12.0,умеренно,поверхностно,ноутбук,False
4,8.0,4.0,8.0,19.0,4.0,12.0,6.0,0.0,12.0,8.0,4.0,12.0,35.0,5.0,15.0,4.0,12.0,2.0,14.0,14.0,умеренно,поверхностно,ПК,True
4,12.0,11.0,8.0,7.0,9.0,17.0,13.0,15.0,13.0,7.0,8.0,14.0,0.0,7.0,5.0,3.0,14.0,10.0,12.0,9.0,редко,поверхностно,смартфон,False
2,5.0,19.0,13.0,0.0,26.0,9.0,8.0,11.0,11.0,2.0,23.0,5.0,8.0,9.0,1.0,14.0,3.0,10.0,2.0,5.0,часто,средне,смартфон,True
3,8.0,12.0,0.0,8.0,3.0,13.0,4.0,12.0,1.0,6.0,11.0,8.0,3.0,10.0,5.0,9.0,6.0,3.0,6.0,9.0,часто,поверхностно,ПК,False
4,15.0,4.0,24.0,4.0,23.0,2.0,8.0,13.0,21.0,2.0,20.0,0.0,17.0,7.0,10.0,12.0,11.0,14.0,5.0,13.0,редко,поверхностно,смартфон,True
0,5.0,4.0,2.0,15.0,6.0,10.0,4.0,10.0,0.0,5.0,8.0,12.0,0.0,2.0,2.0,0.0,0.0,5.0,6.0,5.0,часто,поверхностно,смартфон,False
2,27.0,12.0,25.0,0.0,13.0,4.0,20.0,14.0,4.0,17.0,1.0,5.0,10.0,6.0,19.0,7.0,11.0,4.0,5.0,20.0,часто,поверхностно,ПК,True
2,0.0,7.0,5.0,3.0,9.0,8.0,6.0,7.0,5.0,8.0,6.0,9.0,6.0,8.0,3.0,7.0,8.0,4.0,2.0,0.0,очень редко,поверхностно,смартфон,True
3,9.0,12.0,0.0,10.0,4.0,11.0,8.0,10.0,14.0,7.0,3.0,9.0,9.0,7.0,12.0,8.0,8.0,8.0,9.0,6.0,умеренно,глубоко,ПК,True
4,12.0,4.0,3.0,0.0,10.0,4.0,5.0,11.0,4.0,6.0,4.0,5.0,4.0,8.0,0.0,8.0,11.0,5.0,0.0,7.0,редко,поверхностно,смартфон,True
0,24.0,24.0,31.0,8.0,9.0,12.0,22.0,8.0,13.0,16.0,9.0,18.0,0.0,17.0,7.0,10.0,17.0,25.0,12.0,7.0,редко,поверхностно,смартфон,False
2,3.0,7.0,1.0,2.0,10.0,8.0,5.0,11.0,4.0,4.0,10.0,10.0,4.0,12.0,3.0,5.0,4.0,3.0,0.0,9.0,редко,средне,смартфон,True
1,14.0,17.0,0.0,10.0,12.0,17.0,6.0,15.0,12.0,10.0,12.0,15.0,4.0,19.0,14.0,13.0,11.0,14.0,11.0,15.0,умеренно,средне,ПК,True
4,7.0,4.0,10.0,4.0,8.0,0.0,3.0,11.0,13.0,3.0,0.0,9.0,17.0,0.0,1.0,4.0,12.0,8.0,3.0,6.0,очень редко,поверхностно,ПК,True
1,11.0,11.0,4.0,2.0,2.0,9.0,8.0,0.0,7.0,8.0,3.0,13.0,5.0,6.0,3.0,0.0,5.0,1.0,7.0,11.0,очень редко,средне,смартфон,True
2,6.0,3.0,22.0,4.0,12.0,6.0,5.0,8.0,3.0,1.0,9.0,9.0,5.0,2.0,3.0,14.0,3.0,5.0,9.0,0.0,умеренно,средне,ноутбук,True
3,8.0,9.0,7.0,8.0,7.0,12.0,1.0,8.0,7.0,5.0,3.0,8.0,0.0,8.0,6.0,10.0,10.0,7.0,5.0,3.0,часто,поверхностно,смартфон,True
3,8.0,2.0,8.0,9.0,9.0,12.0,1.0,9.0,7.0,16.0,4.0,9.0,0.0,5.0,8.0,9.0,10.0,8.0,9.0,4.0,умеренно,средне,ноутбук,False
0,0.0,15.0,3.0,15.0,16.0,8.0,2.0,6.0,0.0,8.0,5.0,13.0,17.0,3.0,8.0,8.0,8.0,12.0,9.0,7.0,умеренно,поверхностно,смартфон,True
2,15.0,20.0,21.0,11.0,9.0,1.0,14.0,10.0,14.0,19.0,17.0,12.0,9.0,0.0,19.0,12.0,4.0,15.0,18.0,21.0,умеренно,средне,ноутбук,True
3,19.0,21.0,0.0,13.0,24.0,19.0,26.0,17.0,20.0,26.0,15.0,19.0,13.0,29.0,23.0,27.0,26.0,17.0,13.0,14.0,умеренно,средне,смартфон,True
1,8.0,7.0,0.0,2.0,11.0,14.0,10.0,5.0,11.0,6.0,4.0,10.0,7.0,12.0,12.0,0.0,2.0,0.0,0.0,16.0,редко,поверхностно,смартфон,False
0,13.0,15.0,14.0,17.0,2.0,16.0,11.0,0.0,13.0,1.0,4.0,35.0,0.0,30.0,21.0,9.0,6.0,29.0,25.0,16.0,редко,глубоко,планшет,True
3,13.0,4.0,38.0,9.0,16.0,15.0,12.0,0.0,10.0,8.0,3.0,0.0,25.0,5.0,5.0,16.0,9.0,6.0,13.0,5.0,часто,средне,ПК,True
4,27.0,7.0,22.0,8.0,14.0,13.0,12.0,14.0,8.0,13.0,10.0,11.0,5.0,0.0,4.0,7.0,9.0,11.0,7.0,0.0,часто,средне,ПК,True
2,6.0,9.0,16.0,5.0,11.0,16.0,25.0,7.0,8.0,5.0,6.0,16.0,1.0,27.0,3.0,12.0,0.0,9.0,10.0,3.0,умеренно,средне,смартфон,True
4,17.0,6.0,10.0,1.0,16.0,5.0,0.0,2.0,2.0,1.0,5.0,0.0,3.0,3.0,12.0,6.0,11.0,15.0,3.0,6.0,очень редко,средне,смартфон,True
4,1.0,10.0,0.0,10.0,9.0,9.0,15.0,5.0,7.0,9.0,5.0,5.0,21.0,12.0,13.0,0.0,14.0,3.0,12.0,14.0,редко,поверхностно,ПК,False
3,6.0,4.0,15.0,1.0,5.0,6.0,2.0,6.0,12.0,12.0,3.0,1.0,8.0,4.0,4.0,9.0,7.0,8.0,8.0,0.0,редко,глубоко,смартфон,False
1,8.0,8.0,0.0,12.0,17.0,16.0,10.0,22.0,10.0,10.0,12.0,9.0,6.0,11.0,4.0,6.0,10.0,14.0,6.0,7.0,умеренно,средне,смартфон,False
0,4.0,0.0,9.0,5.0,9.0,5.0,7.0,6.0,2.0,0.0,0.0,8.0,7.0,3.0,0.0,3.0,4.0,12.0,10.0,7.0,часто,поверхностно,смартфон,True
2,11.0,2.0,10.0,5.0,5.0,3.0,11.0,7.0,0.0,5.0,1.0,7.0,9.0,0.0,9.0,0.0,4.0,2.0,8.0,3.0,часто,средне,смартфон,True
4,0.0,8.0,15.0,17.0,17.0,15.0,7.0,11.0,9.0,16.0,0.0,10.0,49.0,1.0,8.0,13.0,12.0,13.0,18.0,8.0,часто,поверхностно,ПК,False
1,7.0,13.0,0.0,3.0,8.0,17.0,5.0,10.0,10.0,9.0,4.0,13.0,0.0,9.0,7.0,7.0,3.0,5.0,11.0,12.0,умеренно,средне,планшет,True
0,18.0,13.0,25.0,12.0,14.0,12.0,17.0,9.0,7.0,13.0,16.0,16.0,0.0,16.0,10.0,20.0,13.0,16.0,24.0,16.0,очень редко,средне,смартфон,True
4,5.0,4.0,28.0,6.0,9.0,7.0,7.0,4.0,10.0,11.0,3.0,3.0,28.0,0.0,8.0,5.0,6.0,1.0,7.0,4.0,умеренно,поверхностно,ноутбук,False
0,14.0,16.0,3.0,17.0,5.0,10.0,6.0,15.0,15.0,6.0,4.0,10.0,0.0,11.0,15.0,10.0,9.0,10.0,14.0,10.0,очень редко,средне,смартфон,False
2,5.0,12.0,8.0,9.0,0.0,0.0,9.0,8.0,6.0,32.0,8.0,11.0,4.0,6.0,15.0,16.0,4.0,5.0,9.0,19.0,умеренно,поверхностно,смартфон,True
0,3.0,2.0,9.0,9.0,21.0,10.0,1.0,18.0,8.0,12.0,6.0,8.0,18.0,6.0,0.0,5.0,12.0,17.0,14.0,21.0,очень редко,средне,смартфон,False
2,13.0,12.0,0.0,12.0,14.0,17.0,9.0,13.0,11.0,8.0,12.0,16.0,1.0,15.0,13.0,8.0,8.0,5.0,6.0,12.0,умеренно,средне,ноутбук,True
2,12.0,8.0,5.0,7.0,1.0,10.0,10.0,20.0,6.0,16.0,5.0,3.0,0.0,9.0,17.0,5.0,2.0,13.0,14.0,9.0,умеренно,средне,смартфон,True
3,16.0,17.0,0.0,10.0,12.0,9.0,18.0,13.0,9.0,11.0,12.0,14.0,15.0,15.0,10.0,17.0,14.0,8.0,12.0,5.0,редко,средне,ПК,False
4,3.0,7.0,0.0,4.0,2.0,2.0,1.0,0.0,7.0,10.0,4.0,5.0,17.0,7.0,6.0,3.0,6.0,2.0,11.0,4.0,часто,поверхностно,ПК,True
1,3.0,6.0,0.0,16.0,10.0,4.0,3.0,13.0,2.0,7.0,7.0,8.0,8.0,17.0,4.0,4.0,11.0,13.0,7.0,16.0,умеренно,средне,ПК,False
1,10.0,23.0,20.0,8.0,23.0,21.0,15.0,1.0,0.0,9.0,9.0,21.0,17.0,13.0,5.0,16.0,16.0,0.0,26.0,23.0,очень редко,средне,смартфон,True
4,2.0,6.0,8.0,11.0,15.0,20.0,14.0,0.0,15.0,14.0,0.0,8.0,40.0,3.0,16.0,1.0,13.0,11.0,3.0,2.0,редко,средне,ПК,True
4,14.0,1.0,18.0,2.0,7.0,5.0,8.0,7.0,3.0,1.0,6.0,6.0,8.0,4.0,8.0,2.0,6.0,13.0,0.0,3.0,редко,поверхностно,ПК,False
2,23.0,9.0,27.0,8.0,9.0,9.0,22.0,8.0,0.0,23.0,2.0,3.0,5.0,16.0,25.0,15.0,4.0,6.0,20.0,30.0,редко,глубоко,смартфон,False
4,7.0,4.0,6.0,2.0,15.0,2.0,3.0,16.0,10.0,3.0,6.0,5.0,10.0,10.0,6.0,4.0,16.0,18.0,0.0,8.0,редко,средне,ПК,False
4,7.0,3.0,4.0,6.0,16.0,23.0,18.0,4.0,16.0,11.0,6.0,21.0,42.0,7.0,11.0,0.0,22.0,11.0,11.0,20.0,умеренно,средне,ПК,True
3,12.0,5.0,29.0,8.0,7.0,20.0,6.0,0.0,9.0,9.0,2.0,6.0,15.0,0.0,15.0,14.0,7.0,5.0,6.0,8.0,умеренно,поверхностно,смартфон,True
4,0.0,3.0,10.0,10.0,8.0,3.0,17.0,8.0,7.0,14.0,3.0,10.0,29.0,4.0,6.0,4.0,11.0,3.0,7.0,10.0,редко,поверхностно,смартфон,True
4,6.0,5.0,6.0,9.0,10.0,5.0,1.0,3.0,11.0,0.0,7.0,11.0,19.0,6.0,0.0,5.0,7.0,19.0,1.0,8.0,редко,средне,ноутбук,False
3,11.0,7.0,17.0,10.0,0.0,13.0,13.0,10.0,9.0,12.0,2.0,1.0,29.0,10.0,19.0,14.0,4.0,6.0,10.0,11.0,часто,средне,смартфон,False
0,15.0,7.0,12.0,19.0,9.0,11.0,17.0,14.0,8.0,14.0,6.0,20.0,0.0,9.0,5.0,6.0,8.0,13.0,9.0,6.0,редко,средне,смартфон,True
4,2.0,7.0,10.0,6.0,4.0,4.0,8.0,4.0,4.0,3.0,2.0,9.0,16.0,0.0,6.0,3.0,6.0,3.0,3.0,6.0,очень редко,поверхностно,ПК,True
2,1.0,4.0,22.0,0.0,1.0,0.0,14.0,9.0,8.0,8.0,5.0,7.0,19.0,1.0,3.0,6.0,4.0,4.0,12.0,12.0,часто,глубоко,смартфон,True
4,3.0,8.0,9.0,13.0,9.0,13.0,17.0,0.0,20.0,17.0,2.0,11.0,42.0,2.0,18.0,0.0,22.0,8.0,10.0,9.0,умеренно,поверхностно,смартфон,False
3,3.0,9.0,0.0,2.0,6.0,7.0,11.0,6.0,6.0,7.0,5.0,7.0,13.0,9.0,9.0,10.0,8.0,5.0,15.0,1.0,умеренно,глубоко,смартфон,True
4,3.0,0.0,10.0,5.0,10.0,18.0,4.0,2.0,8.0,8.0,1.0,2.0,11.0,3.0,9.0,1.0,7.0,3.0,5.0,4.0,очень редко,средне,ноутбук,False
4,9.0,5.0,13.0,4.0,10.0,11.0,4.0,8.0,20.0,6.0,0.0,9.0,17.0,10.0,11.0,11.0,19.0,33.0,4.0,9.0,умеренно,поверхностно,ноутбук,False
